name,catagory,yop,image
STORY OF CIVILIZATION: THE LESSONS OF HISTORY,1,1968,https://m.media-amazon.com/images/I/911mFTUR4XL._AC_UY218_.jpg
Arihant ICSE Sample Question Papers Class 10 History & Civics Book for 2024 Board Exam,1,2023,https://m.media-amazon.com/images/I/61W2UJDsrVL._AC_UY218_.jpg
ICSE Chapterwise-Topicwise Solved Papers 2023-2010 History & Civics Class 10th,1,2023,https://m.media-amazon.com/images/I/61jCCWI9myL._AC_UY218_.jpg
Arihant CBSE Exams 2024 I-Succeed 15 Sample Question Papers History Class 12th,1,2023,https://m.media-amazon.com/images/I/61CAdW6WYFL._AC_UY218_.jpg
The History of Iran: From Ancient Persia to the Modern Republic,1,2023,https://m.media-amazon.com/images/I/81tz-vHQ5OL._AC_UY218_.jpg
All In One Class 11th History for CBSE Exam 2024,1,2023,https://m.media-amazon.com/images/I/7180ElmWDdL._AC_UY218_.jpg
Oswaal CBSE Sample Question Papers Class 12 History (For Board Exams 2024) | 2023-24 Oswaal Editorial Board,1,2023,https://m.media-amazon.com/images/I/81wWLZ-0doL._AC_UY218_.jpg
The Politics,1,2021,https://m.media-amazon.com/images/I/71ybuEiKXwL._AC_UY218_.jpg
A SHORT HISTORY OF THE WORLD- (FINGERPRINT),1,2015,https://m.media-amazon.com/images/I/71ZGS5OEPhS._AC_UY218_.jpg
The Penguin History Of Early: From The O: From the Origins to AD 1300,1,2003,https://m.media-amazon.com/images/I/61A8Xo5SsFL._AC_UY218_.jpg
"Oswal - Gurukul History & Civics Most Likely Question Bank for ICSE Class 10 for 2024 Exam - Chapterwise & Categorywise Topics, Previous Years Board Questions, Latest Syllabus Pattern",1,2023,https://m.media-amazon.com/images/I/71-8vAZfZcL._AC_UY218_.jpg
Educart CBSE History Class 12 Sample Paper 2023-24 (Introducing Revision Maps and Past Year Papers) 2024,1,0,https://m.media-amazon.com/images/I/51zN+SbTBmL._AC_UY218_.jpg
History (Based On Tamilnadu History Class 11 and 12 Books) For UPSC and Other Competitive Examination,1,2022,https://m.media-amazon.com/images/I/71p8gxHeLcL._AC_UY218_.jpg
History of Odisha: For Odisha Civil Services (Prelims and Mains) & University Exams (OPSC SUCCESS SERIES Book 2),1,2023,https://m.media-amazon.com/images/I/71hnr-EB1KL._AC_UY218_.jpg
"Our History, Their History, Whose Histor (The India List)",1,2024,https://m.media-amazon.com/images/I/61AW3UsXbKL._AC_UY218_.jpg
History of Medieval India(2020 ed.),1,2022,https://m.media-amazon.com/images/I/91ml-QCRu4L._AC_UY218_.jpg
"Indian History and Movement ( Ancient, Medieval and Modern Indian History ) Chapter Wise Bit Bank [ TELUGU MEDIUM ]",1,2022,https://m.media-amazon.com/images/I/91jtSfgdHjL._AC_UY218_.jpg
Ancient India Old Ncert History Textbook 1999 By Ram Sharan Sharma XI Class (English Medium),1,2019,https://m.media-amazon.com/images/I/81NiXCQsGEL._AC_UY218_.jpg
"Sapiens A Graphic History, Volume 1",1,2020,https://m.media-amazon.com/images/I/81iPhRev2AL._AC_UY218_.jpg
A Comprehensive History of Modern India | UPSC | Civil Services Exam | State Administrative Exams | UGC NET/ SLET - 2023/edition,1,2023,https://m.media-amazon.com/images/I/816ZBAke0WL._AC_UY218_.jpg
FRANK WAY TO SUCCESSFUL ICSE HISTORY & CIVICS PAPERS CLASS 10 2024,1,2023,https://m.media-amazon.com/images/I/71EjjBaQl3L._AC_UY218_.jpg
A Children's History of India,1,2015,https://m.media-amazon.com/images/I/71r1e-OALaL._AC_UY218_.jpg
"Norse Legends Unveiled: Exploring the Epic Sagas of Odin, Thor, and Valkyries in Viking History (Viking Mythology Book 3)",1,2023,https://m.media-amazon.com/images/I/91h7EB0EHPL._AC_UY218_.jpg
History Of Medieval India (New Edn),1,2020,https://m.media-amazon.com/images/I/71D6f6AxA0L._AC_UY218_.jpg
"Adhunik Maharashtra Itihaas [Paperback] [Jan 01, 2017] S s gathal …",1,2017,https://m.media-amazon.com/images/I/81GebHr4dlL._AC_UY218_.jpg
Quantum Physics for Beginners Who Flunked Math And Science: Quantum Mechanics And Physics Made Easy Guide In Plain Simple English,3,2020,https://m.media-amazon.com/images/I/61r8NnDD9gL._AC_UY218_.jpg
The 60 Minute Quantum Physics Book: Science Made Easy For Beginners Without Math And In Plain Simple English,3,2020,https://m.media-amazon.com/images/I/61K7vKYv8zL._AC_UY218_.jpg
"Quantum Body: The New Science of Living a Longer, Healthier, More Vital Life",3,2023,https://m.media-amazon.com/images/I/71lAyXdTW1L._AC_UY218_.jpg
Quantum Psychology and the Science of Happiness,3,2022,https://m.media-amazon.com/images/I/71f-luOiglL._AC_UY218_.jpg
"Nakabh Scalar Energy Quantum Science Fusion Lava Black Stone Pendant for Men, Women (3) -Pack of 3",3,0,https://m.media-amazon.com/images/I/61yiRoa9jaL._AC_UY218_.jpg
Machine Learning with Quantum Computers (Quantum Science and Technology),3,2021,https://m.media-amazon.com/images/I/61xD70tfL2L._AC_UY218_.jpg
Quantum Information Meets Quantum Matter: From Quantum Entanglement to Topological Phases of Many-Body Systems (Quantum Science and Technology),3,2019,https://m.media-amazon.com/images/I/61eo3+Cjo2L._AC_UY218_.jpg
Baby Loves Quantum Physics!: 4 (Baby Loves Science),3,2017,https://m.media-amazon.com/images/I/81tL7WGt4kL._AC_UY218_.jpg
"How the Hippies Saved Physics – Science, Counterculture, and the Quantum Revival",3,2012,https://m.media-amazon.com/images/I/71me4OivNPL._AC_UY218_.jpg
Three Roads to Quantum Gravity (SCIENCE MASTERS),3,2014,https://m.media-amazon.com/images/I/81lSdsA+ZVL._AC_UY218_.jpg
Relativity:The Special and the General Theory,3,2017,https://m.media-amazon.com/images/I/712UNxm026L._AC_UY218_.jpg
Lectures on Quantum Mechanics,3,2012,https://m.media-amazon.com/images/I/61GEjEwv0qL._AC_UY218_.jpg
Quantum Computing (Hot Science): The Transformative Technology of the Qubit Revolution,3,2021,https://m.media-amazon.com/images/I/81U9Hz7J7wL._AC_UY218_.jpg
The 60 Minute Quantum Physics Book: Science Made Easy For Beginners Without Math And In Plain Simple English,3,2020,https://m.media-amazon.com/images/I/61K7vKYv8zL._AC_UY218_.jpg
The Science of Arun̻apras̰na: Cosmology to Quantum Physics,3,2022,https://m.media-amazon.com/images/I/615pGuG-GXL._AC_UY218_.jpg
Quantum Supremacy: How Quantum Computers will Unlock the Mysteries of Science – and Address Humanity’s Biggest Challenges,3,2023,https://m.media-amazon.com/images/I/81G+TCJJF7L._AC_UY218_.jpg
"The Primacy of Doubt: From Quantum Physics to Climate Change, How the Science of Uncertainty Can Help Us Understand Our Chaotic World",3,0,https://m.media-amazon.com/images/I/81pVK1LMYDL._AC_UY218_.jpg
Quantum Physics Made Easy: The Introduction Guide For Beginners Who Flunked Maths And Science In Plain Simple English,3,2020,https://m.media-amazon.com/images/I/71LydtnP6JL._AC_UY218_.jpg
Quantum Physics for Beginners Who Flunked Math And Science: Quantum Mechanics And Physics Made Easy Guide In Plain Simple English,3,2020,https://m.media-amazon.com/images/I/71i0S02aTXL._AC_UY218_.jpg
Quantum Supremacy: How Quantum Computers will Unlock the Mysteries of Science – and Address Humanity’s Biggest Challenges & Fooled by Randomness : The Hidden Role of Chance in Life and in the Markets,3,0,https://m.media-amazon.com/images/I/01RPy1SfeqL._AC_UY218_.gif
"Quantum Physics for Beginners: Discover the history to the quantum physics, learn the principles and theories in a simple way for beginners",3,2022,https://m.media-amazon.com/images/I/61je+v2hfJL._AC_UY218_.jpg
The Science of Arun̻apras̰na: Cosmology to Quantum Physics,3,2022,https://m.media-amazon.com/images/I/615pGuG-GXL._AC_UY218_.jpg
Quantum Supremacy: How Quantum Computers will Unlock the Mysteries of Science – and Address Humanity’s Biggest Challenges & Life 3.0 : Being Human in the Age of Artificial Intelligence,3,0,https://m.media-amazon.com/images/I/01RPy1SfeqL._AC_UY218_.gif
CSIR NET Quantum Mechanics Physics Book - Detailed Physical Science Practice Theory Book with Questions & Solutions,3,2023,https://m.media-amazon.com/images/I/61HbLt6skeL._AC_UY218_.jpg
Quantum Information Science,3,2023,https://m.media-amazon.com/images/I/41hOYaua2LL._AC_UY218_.jpg
Origins of the Universe: The Cosmic Microwave Background and the Search for Quantum Gravity (Hot Science),3,2020,https://m.media-amazon.com/images/I/810lzMKGwCL._AC_UY218_.jpg
The Science of Manifesting: Understanding the Quantum Mechanics of Reality Creation,3,2023,https://m.media-amazon.com/images/I/61zFeArDXjL._AC_UY218_.jpg
The Quantum Story: A History in 40 Moments,3,0,https://m.media-amazon.com/images/I/81lrg1zpTLL._AC_UY218_.jpg
Quantum Science: The Frontier of Physics and Chemistry,3,2022,https://m.media-amazon.com/images/I/51lX6+GRs1L._AC_UY218_.jpg
Chemical Sciences Quantum Chemistry Class Notes with assignment by career Endeavour Classes UGC NET CSIR,3,2020,https://m.media-amazon.com/images/I/71QmseBOxzL._AC_UY218_.jpg
Vediquant: Vedantic Truth in Quantum Science,3,2023,https://m.media-amazon.com/images/I/81FCxxElv1L._AC_UY218_.jpg
Quantum Success: The Astounding Science of Wealth and Happiness,3,2009,https://m.media-amazon.com/images/I/41YLMjh3P8L._AC_UY218_.jpg
Quantum Supremacy: How Quantum Computers will Unlock the Mysteries of Science – and Address Humanity’s Biggest Challenges & The God Equation: The Quest for a Theory of Everything,3,0,https://m.media-amazon.com/images/I/01RPy1SfeqL._AC_UY218_.gif
Electrodynamics Classical And Quantum (Pb 2020),3,2020,https://m.media-amazon.com/images/I/61yJRzDMj2L._AC_UY218_.jpg
The Quantum and the Lotus: A Journey to the Frontiers Where Science and Buddhism Meet,3,2004,https://m.media-amazon.com/images/I/71oHWN6KISL._AC_UY218_.jpg
Quantum Computing for Everyone (Mit Press),3,2020,https://m.media-amazon.com/images/I/71VEEvA5ViL._AC_UY218_.jpg
50 Quantum Physics Ideas You Really Need to Know (50 Ideas You Really Need to Know series),3,2023,https://m.media-amazon.com/images/I/81YZt+PW6+L._AC_UY218_.jpg
THE CODE BOOK: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,3,2000,https://m.media-amazon.com/images/I/71fSWKBI1CL._AC_UY218_.jpg
Solutions to Problems for Student Friendly Quantum Field Theory Volume 2: The Standard Model,3,2021,https://m.media-amazon.com/images/I/610BWkZcy9L._AC_UY218_.jpg
Mysteries of the Quantum Universe,3,2020,https://m.media-amazon.com/images/I/91yARIpZZmL._AC_UY218_.jpg
Relativity:The Special and the General Theory,3,2017,https://m.media-amazon.com/images/I/712UNxm026L._AC_UY218_.jpg
Quantum Physics For Babies: 0 (Baby Univ (Baby University),3,2017,https://m.media-amazon.com/images/I/81ifN3C9vaL._AC_UY218_.jpg
Quantum Mechanics Concepts and Applications,3,2009,https://m.media-amazon.com/images/I/31yPw5JXJiL._AC_UY218_.jpg
Nakabh Scalar Energy Quantum Science Fusion Lava Stone Pendant (2),3,0,https://m.media-amazon.com/images/I/71jamYS7ZWL._AC_UY218_.jpg
Quantum Mechanics (Dover Books on Physics),3,2015,https://m.media-amazon.com/images/I/81sTfacpfCL._AC_UY218_.jpg
Quantum Physics: Science Explained for Our Little Ones,3,2020,https://m.media-amazon.com/images/I/71PXy5CqinL._AC_UY218_.jpg
GADGETS WRAP Vinyl School Physics Science Class Quantum Mechanics Vinyl,3,0,https://m.media-amazon.com/images/I/51DQXYSJ4zL._AC_UY218_.jpg
"Artificial Intelligence : आर्टिफिशियल इंटेलिजन्स Ai Books in Marathi, मराठी पुस्तक, Book, पुस्तके, पुस्तकं बुक, बुक्स, Robot, Drone, Robotics Information Technology, Machine Learning, Elon Musk, Data Science, Deep, Networking, Quantum Computing, Computer Neural Networks, Database System, Generative, मशीन लर्निंग, डीप लर्निंग, न्यूरल नेटवर्क्स, नॅचरल लँग्वेज, Natural Language Processing, ChatGPT यंत्रमानव आणि कृत्रिम बुद्धिमत्ता, रोबोटिक्स",3,2023,https://m.media-amazon.com/images/I/71fiXLRqYUL._AC_UY218_.jpg
Quantum Physics: Unraveling the Mysteries of the Subatomic Realm,3,2023,https://m.media-amazon.com/images/I/71wh4WYU8xL._AC_UY218_.jpg
Quantum Computation and Quantum Information: 10th Anniversary Edition,3,2010,https://m.media-amazon.com/images/I/71zJlN985cL._AC_UY218_.jpg
Quantum Mechanix - Star Trek: Discovery - Enterprise Science Badge and Pin Set,3,0,https://m.media-amazon.com/images/I/51npOU3uKsL._AC_UY218_.jpg
An Introduction to Theory and Applications of Quantum Mechanics (Dover Books on Physics),3,2013,https://m.media-amazon.com/images/I/71ErLLFtD1L._AC_UY218_.jpg
ASICS Men's Gel-Quantum 360 VII Sneakers,3,0,https://m.media-amazon.com/images/I/61EZ4Ivq-VL._AC_UY218_.jpg
"Quantum Mechanics: The Theoretical Minimum (Theoretical Minimum 2) Susskind, Leonard and Friedman, Art",3,2015,https://m.media-amazon.com/images/I/811KtjJtsJL._AC_UY218_.jpg
The 60 Minute Quantum Physics Book: Science Made Easy For Beginners Without Math And In Plain Simple English,3,2020,https://m.media-amazon.com/images/I/61K7vKYv8zL._AC_UY218_.jpg
The Science of Arun̻apras̰na: Cosmology to Quantum Physics,3,2022,https://m.media-amazon.com/images/I/615pGuG-GXL._AC_UY218_.jpg
Aarogyam Energy Quantum Science Scalar Energy Pendant (2 pcs Quantum Pendant),3,0,https://m.media-amazon.com/images/I/71QrV+ZF2WL._AC_UY218_.jpg
Timelines of Science: From Fossils to Quantum Physics (DK Children's Timelines),3,2022,https://m.media-amazon.com/images/I/91O85dJRfnL._AC_UY218_.jpg
A Quantum Man,3,2023,https://m.media-amazon.com/images/I/81B8sORJF9L._AC_UY218_.jpg
Quantum Mechanics (A Ladybird Expert Book) (The Ladybird Expert Series),3,2017,https://m.media-amazon.com/images/I/71h-I0XVHKL._AC_UY218_.jpg
Introducing Quantum Theory: A Graphic Guide,3,2007,https://m.media-amazon.com/images/I/71NvOWQzmoL._AC_UY218_.jpg
"Brainy Science Readers: Do You Know Quantum Physics?: Level 1 Beginner Reader (Brainy Science Readers, Level 1)",3,2022,https://m.media-amazon.com/images/I/81+O3GQ3R4L._AC_UY218_.jpg
Quantum Mechanics: The Theoretical Minimum & The Book of Why: The New Science of Cause and Effect,3,0,https://m.media-amazon.com/images/I/81zhsiRy5nL._AC_UY218_.jpg
Quantum Mind and Social Science: Unifying Physical and Social Ontology,3,2015,https://m.media-amazon.com/images/I/714i870jLoL._AC_UY218_.jpg
Quantum and Statistical Field Theory (Oxford Science Publications),3,1992,https://m.media-amazon.com/images/I/61Qe+gq3YdL._AC_UY218_.jpg
Quantum Mechanics I,3,2022,https://m.media-amazon.com/images/I/81WTQFDYEOL._AC_UY218_.jpg
ASTROLOGY – A SCIENCE OF THE QUANTUM WORLD : Discovering Science in Astrology,3,2021,https://m.media-amazon.com/images/I/61jGJaYuQiL._AC_UY218_.jpg
Mastering Quantum Computing: A Comprehensive Guide to Learn Quantum Computing,3,2023,https://m.media-amazon.com/images/I/71QxucpTXNL._AC_UY218_.jpg
Simply Quantum Physics,3,2021,https://m.media-amazon.com/images/I/81xJnfj969L._AC_UY218_.jpg
ASTROLOGY – A SCIENCE OF THE QUANTUM WORLD: Discovering Science in Astrology,3,2022,https://m.media-amazon.com/images/I/615ipaP1wSL._AC_UY218_.jpg
"The Quantum Moment – How Planck, Bohr, Einstein, and Heisenberg Taught Us to Love Uncertainty",3,2015,https://m.media-amazon.com/images/I/71RLeR04WnL._AC_UY218_.jpg
INTRODUCTION TO QUANTUM ELECTRODYNAMICS AND PARTICLE PHYSICS,3,2022,https://m.media-amazon.com/images/I/41DphWA8GQL._AC_UY218_.jpg
QUANTUM MECHANICS - CONCEPTS AND APPLICATIONS 3E,3,2022,https://m.media-amazon.com/images/I/71UrZs5jcdL._AC_UY218_.jpg
Quantum Computation And Quantum Information,3,2013,https://m.media-amazon.com/images/I/71WU3wsuZKL._AC_UY218_.jpg
"Quantum Physics for Beginners: Discover the history to the quantum physics, learn the principles and theories in a simple way for beginners",3,2022,https://m.media-amazon.com/images/I/61je+v2hfJL._AC_UY218_.jpg
Quantum Dot Photodetectors: 30 (Lecture Notes in Nanoscale Science and Technology),3,2022,https://m.media-amazon.com/images/I/61NxUIInA9L._AC_UY218_.jpg
